7.640727894621793248e-02,1.521345129278746100e+00
8.412189376072254365e-02,1.525912989909359752e+00
7.412346841600238323e-02,1.521197892787823136e+00
6.319235960715971490e-02,1.525011416273505782e+00
6.997188998157358175e-02,1.519128013681814604e+00
6.205422903290094133e-02,1.520335442929705572e+00
8.970307182786614597e-02,1.521524142097918642e+00
9.526108933886828778e-02,1.523773747612839458e+00
6.203057829238514675e-02,1.518430948527681457e+00
8.180263208545596187e-02,1.524081925616594280e+00
1.680220655954043352e-01,1.540476138213731971e+00
9.726529144200776744e-02,1.523617369684157508e+00
1.203787000776250643e-01,1.525956112252374375e+00
1.390327484702474914e-01,1.525620227088582803e+00
5.124690977233715278e-02,1.517418316014893520e+00
8.346941021210693701e-02,1.526320274227255691e+00
9.463669455900501626e-02,1.525697064846826878e+00
1.124841232937348195e-01,1.529524967397811297e+00
5.760250661593990795e-02,1.522329625556860577e+00
5.919853204312752748e-02,1.516077260502774582e+00
5.054302887135453393e-02,1.516278003127647711e+00
1.189778875216802867e-01,1.525097602645231865e+00
8.887075548384498758e-02,1.519637373725977181e+00
5.665006674732434716e-02,1.517611902761160092e+00
1.105071261920674563e-01,1.522951435004178178e+00
1.214111854932752727e-01,1.531932590615453282e+00
1.547301728546256194e-01,1.536193894181634434e+00
1.524070579782051127e-01,1.529247691960952560e+00
1.409801116153071854e-01,1.528980294979280341e+00
5.723491354475204046e-02,1.517948383579529326e+00
6.748412072819524876e-02,1.520040761206697288e+00
6.118283706613314443e-02,1.523336778380292911e+00
6.077782452449527473e-02,1.520343089010653737e+00
5.401870525085138847e-02,1.518246959655338513e+00
2.442980589765065547e-01,1.537459425032168259e+00
1.527269395482229175e-01,1.542621653010972205e+00
9.142033968999860316e-02,1.523431818951390904e+00
2.100047593524685119e-01,1.550355122973045008e+00
5.227069120897799570e-02,1.519115172586146922e+00
6.085472420129021259e-02,1.521227137745689850e+00
5.070835492307339959e-02,1.521856596351871760e+00
2.490929095845723917e-01,1.579558721807707844e+00
6.800276220623228951e-02,1.519106122811660686e+00
8.336448527099418748e-02,1.520745081700821455e+00
6.723052867109984010e-02,1.520823633832137034e+00
6.921197433082849904e-02,1.523686726734417851e+00
9.599353234827415204e-02,1.517126756556787193e+00
7.741475251033404226e-02,1.521758864337591000e+00
1.057700508695658681e-01,1.537078247825601096e+00
1.119947897757512384e-01,1.547427674999465985e+00
5.988644718587052967e-02,1.520716129204728650e+00
6.513504670287566245e-02,1.522140282736595296e+00
1.154188688368428389e-01,1.527812525750412265e+00
1.501137473915021281e-01,1.555251037606789843e+00
5.671440434709502931e-02,1.521792333668939401e+00
1.220364803811851973e-01,1.529815629411829914e+00
7.820424055302746535e-02,1.525008583920605565e+00
1.737191207586154806e-01,1.544642168035703200e+00
5.298666329455080370e-02,1.519737697327479653e+00
6.709660393416717883e-02,1.518773852718016570e+00
9.330511111045085293e-02,1.524903426806109685e+00
9.627443746353721299e-02,1.527637129522866344e+00
7.679991584270029481e-02,1.534468438841663840e+00
5.289965006930980040e-02,1.515712723416805519e+00
5.972094158654764340e-02,1.519017756427043953e+00
5.440660541996219374e-02,1.517880987116242419e+00
5.782920207783884964e-02,1.521883199371346418e+00
6.225814512031414144e-02,1.524349026249411265e+00
6.671437446557286488e-02,1.524125127991155182e+00
5.357525668998525115e-02,1.519460699983684604e+00
5.149725210271439979e-02,1.518493315275146083e+00
1.722928383220442283e-01,1.541356994675597836e+00
2.085391336151804775e-01,1.548512338961678170e+00
5.635000057101212378e-02,1.516260140015759594e+00
6.267290609160906800e-02,1.519121308270282800e+00
1.284395697569942763e-01,1.532334620545296344e+00
7.278650703778674624e-02,1.523871792864999186e+00
8.015073596427811642e-02,1.518268180538202783e+00
6.743174446202303274e-02,1.522669773060473464e+00
1.233379729253684109e-01,1.533092128181205771e+00
1.110798045076932250e-01,1.520358866554764488e+00
9.671370702780056339e-02,1.519079457966060032e+00
6.382142781795234476e-02,1.520219593025448734e+00
1.050074098737280581e-01,1.527497020962572227e+00
1.059983739361442107e-01,1.523410770943698589e+00
1.529008078133212156e-01,1.537300622149260221e+00
1.506686477549145087e-01,1.544864316992976550e+00
5.234753847728570997e-02,1.517381468192937843e+00
9.752880384766178523e-02,1.523804340927481515e+00
1.775973025470305167e-01,1.533025542076280612e+00
1.007890402548003717e-01,1.530143353406367535e+00
5.479252542797857090e-02,1.518916219897157083e+00
6.472289596880970164e-02,1.519261657757979833e+00
1.476642587343710844e-01,1.538670337434411062e+00
1.391215836256573524e-01,1.526701997679111411e+00
5.564905808211564886e-02,1.519509500789913758e+00
8.025804965746190234e-02,1.526696132234170999e+00
7.371966701803386868e-02,1.519181007957162821e+00
1.116452463550994534e-01,1.527639209635672346e+00
5.127488218515871554e-02,1.523184542732007651e+00
