7.792790314148934083e-02,1.527455627429787688e+00
7.618707647950828665e-02,1.517493731043849658e+00
9.620332096303872704e-02,1.644558537567631262e+00
1.325378171408036765e-01,1.540541848061699026e+00
8.132796646874758395e-02,1.503072577029465728e+00
1.161693053196432290e-01,1.519429739179596339e+00
1.816902512986806884e-01,1.628653554532772718e+00
1.313470687867240305e-01,1.523629035044952618e+00
1.534071653906128874e-01,1.535163871803837843e+00
7.087910875565055224e-02,1.522076345891559157e+00
2.213391547129168191e-01,1.512836979982622010e+00
1.223644004923539891e-01,1.524299683814350104e+00
2.384976859024806883e-01,1.571940291098128384e+00
6.721961716876562187e-02,1.574157127085762164e+00
1.356481550331032071e-01,1.539762650489419071e+00
2.477975217600612567e-01,1.572794529948422060e+00
4.776746126133663006e-02,1.668024266748952433e+00
1.805607358864763923e-01,1.526271872972922772e+00
1.768772945881003922e-01,1.508831399458259170e+00
9.456751357580746309e-02,1.510090560187406838e+00
1.038809136828519886e-01,1.519468439161341333e+00
1.064398487377348212e-01,1.501857607411361650e+00
4.805693608006514350e-02,1.750456027455169483e+00
8.154743107348144671e-02,1.535714841098913430e+00
1.022303421308340121e-01,1.541447719540303130e+00
1.400777524923799144e-01,1.583619089061366170e+00
2.858014293723561972e-01,1.802417881330700578e+00
1.086853622006805492e-01,1.918519751888882352e+00
7.147524091216847508e-02,1.507684480012676742e+00
6.758166080311588109e-02,1.504521927180575203e+00
8.041208324400694885e-02,1.507022850244407852e+00
8.148479371702307961e-02,1.561449240675359951e+00
9.188264766256303007e-02,1.537773680537014132e+00
9.945335659031744047e-02,1.516286386456025870e+00
2.116044318504411714e-01,1.515702033771141988e+00
1.145464037690311354e-01,1.499980869343713330e+00
8.252946203666876313e-02,1.527045720437621101e+00
1.446555418581333963e-01,1.549485495854348027e+00
5.141803592844677168e-02,1.505841611136690794e+00
6.139838166839904632e-02,1.702504814388467347e+00
1.192909690350833635e-01,1.517009774497118935e+00
1.054020983467571088e-01,1.541223415802802643e+00
4.096254331555131828e-02,1.536653869186951571e+00
5.115099048671650078e-02,1.534085865383463032e+00
1.642214023042390114e-01,1.544346811404023967e+00
1.674892112826182056e-01,1.576950339308490934e+00
1.785187645613019181e-01,1.587514448807841649e+00
1.226648110844055367e-01,1.562091555438556378e+00
1.049826007526332428e-01,1.514850532448257514e+00
8.116516686292775395e-02,1.518657840901129097e+00
8.511931813220541265e-02,1.533438101782125473e+00
2.484854239888345806e-01,1.587883644434847641e+00
1.150379877595106015e-01,1.512636304580721847e+00
1.391953201947033203e-01,1.559523028534080202e+00
1.144010875931714688e-01,1.519826482177646376e+00
1.997309641690679927e-01,1.573296323192368895e+00
2.834171004367647684e-01,1.515515607792426334e+00
1.632166446881692656e-01,1.509861994267628571e+00
2.264604268361602446e-01,1.622295322210811630e+00
1.076505887992858929e-01,1.500867215531625387e+00
5.118719668463577593e-02,1.571126209357172732e+00
2.816065444807392404e-01,1.646865775678425736e+00
7.492823997104448852e-02,1.671529826716313005e+00
6.642446449392173935e-02,1.522588413189338352e+00
7.316618945857082668e-02,1.516248723624301409e+00
1.130827339694748246e-01,1.594534490225451018e+00
7.981675455280787257e-02,1.507110830741412055e+00
4.284596495609934580e-02,1.550419451952119942e+00
6.584106471107478709e-02,1.512088083592214360e+00
8.034695100453419225e-02,1.548213949756962249e+00
1.713588483066723622e-01,1.524453963089495101e+00
9.126835853752830741e-02,1.511753850303624302e+00
1.718476479655358935e-01,1.535325794549088796e+00
6.709407112685350505e-02,1.509271601314035482e+00
1.126916294297577309e-01,1.515104514027958871e+00
6.182424288251101019e-02,1.507894556745346559e+00
1.171617787592219434e-01,1.504662485612670020e+00
4.917854347429051476e-02,1.516807319441829449e+00
9.446801423883267879e-02,1.502884105113215352e+00
1.688020791188956649e-01,1.673310737577377694e+00
2.300351667187000848e-01,1.685015417157817330e+00
1.696361723552293477e-01,1.580166504752499534e+00
7.695484970141136527e-02,1.681511965779586282e+00
1.279483641915152292e-01,1.518713672973832418e+00
1.440051760943227843e-01,1.574817558126359485e+00
2.513266262505041704e-01,1.537021047158088960e+00
1.392732539912322764e-01,1.626965926712567567e+00
4.302748141235230445e-02,1.630410303217886270e+00
7.379788893596879451e-02,1.499443831832502738e+00
9.483553019522840410e-02,1.548995844326549465e+00
1.514994116610612618e-01,1.546685983861947333e+00
8.184512764870886803e-02,1.508597626731843500e+00
1.474929022476378082e-01,1.516994861074938861e+00
5.205071536891556910e-02,1.522237578701910010e+00
1.411509757185943348e-01,1.514465399754189256e+00
1.062876074138013605e-01,1.674615384385611305e+00
9.199425842470124182e-02,1.511709396150017648e+00
5.708801785608999535e-02,1.516336918489410657e+00
1.258231137315053427e-01,1.597265443923780781e+00
1.155307025537563731e-01,1.538073210114745848e+00
